SubjectNo,Isl_pk1,Isl_pk2,isl_exp,isl_bl1,isl_bl2,isl_check1,isl_check2,ship_pk1,ship_pk2,ship_exp,ship_bl1,ship_bl2,ship_check1,ship_check2,isl_expert,ship_expert,age,gender,ethnicity,political,choice,choice_d,choice_m,expert,expert_d,expert_m,order_first,fir_pk1,fir_pk2,fir_exp,fir_bl1,fir_bl2,isl_pkc,ship_pkc,fir_pkc,isl_blc,ship_blc,fir_blc,both_blc,both_pkc,both_exp,both_pk1,both_pk2,both_bl1,both_bl2
671.00,1,1,9,1,1,1,2,1,1,9,1,1,1,2,9,9,43,1,2,10,2,0.00,-0.50,1,1.00,0.50,2,1,1,9,1,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,9.00,1.00,1.00,1.00,1.00
672.00,4,3,6,3,3,1,2,3,3,6,2,2,1,2,7,7,48,1,2,1,2,0.00,-0.50,1,1.00,0.50,1,4,3,6,3,3,3.50,3.00,3.50,3.00,2.00,3.00,2.50,3.25,6.00,3.50,3.00,2.50,2.50
673.00,6,8,5,3,3,1,2,4,5,5,3,4,1,2,3,1,19,2,1,2,2,0.00,-0.50,2,0.00,-0.50,2,4,5,5,3,4,7.00,4.50,4.50,3.00,3.50,3.50,3.25,5.75,5.00,5.00,6.50,3.00,3.50
674.00,6,5,7,3,2,1,2,5,4,7,3,3,1,2,9,9,25,2,1,4,2,0.00,-0.50,1,1.00,0.50,2,5,4,7,3,3,5.50,4.50,4.50,2.50,3.00,3.00,2.75,5.00,7.00,5.50,4.50,3.00,2.50
675.00,1,2,7,1,1,1,2,1,2,8,1,1,1,2,8,8,41,2,2,2,2,0.00,-0.50,1,1.00,0.50,2,1,2,8,1,1,1.50,1.50,1.50,1.00,1.00,1.00,1.00,1.50,7.50,1.00,2.00,1.00,1.00
676.00,3,1,9,1,1,1,2,4,5,8,1,1,1,2,8,8,29,1,2,0,2,0.00,-0.50,1,1.00,0.50,2,4,5,8,1,1,2.00,4.50,4.50,1.00,1.00,1.00,1.00,3.25,8.50,3.50,3.00,1.00,1.00
677.00,1,1,9,1,1,1,2,1,1,9,1,1,1,2,1,1,30,1,2,4,2,0.00,-0.50,2,0.00,-0.50,1,1,1,9,1,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,9.00,1.00,1.00,1.00,1.00
678.00,2,1,9,2,3,1,2,3,2,8,4,3,1,2,2,2,34,2,2,3,2,0.00,-0.50,2,0.00,-0.50,2,3,2,8,4,3,1.50,2.50,2.50,2.50,3.50,3.50,3.00,2.00,8.50,2.50,1.50,3.00,3.00
679.00,1,1,9,1,1,1,2,1,1,9,1,1,1,2,1,1,22,1,2,5,2,0.00,-0.50,2,0.00,-0.50,2,1,1,9,1,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,9.00,1.00,1.00,1.00,1.00
680.00,6,7,6,7,6,1,2,6,6,6,8,8,1,2,8,4,24,1,5,1,2,0.00,-0.50,1,1.00,0.50,1,6,7,6,7,6,6.50,6.00,6.50,6.50,8.00,6.50,7.25,6.25,6.00,6.00,6.50,7.50,7.00
681.00,1,1,8,1,1,1,2,1,1,9,1,1,1,2,1,1,62,2,2,2,2,0.00,-0.50,2,0.00,-0.50,1,1,1,8,1,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,8.50,1.00,1.00,1.00,1.00
682.00,1,3,9,1,1,1,2,1,2,9,1,1,1,2,1,1,33,2,2,8,2,0.00,-0.50,2,0.00,-0.50,2,1,2,9,1,1,2.00,1.50,1.50,1.00,1.00,1.00,1.00,1.75,9.00,1.00,2.50,1.00,1.00
683.00,1,1,8,1,1,1,2,1,1,8,1,1,1,2,8,8,22,1,1,0,2,0.00,-0.50,1,1.00,0.50,2,1,1,8,1,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,8.00,1.00,1.00,1.00,1.00
684.00,1,1,9,1,1,1,2,1,1,9,1,1,1,2,1,1,34,1,2,0,2,0.00,-0.50,2,0.00,-0.50,2,1,1,9,1,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,9.00,1.00,1.00,1.00,1.00
685.00,1,1,9,1,1,1,2,1,1,9,1,1,1,2,1,1,33,2,2,0,2,0.00,-0.50,2,0.00,-0.50,2,1,1,9,1,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,9.00,1.00,1.00,1.00,1.00
686.00,5,1,9,1,1,1,2,5,1,9,1,1,1,2,9,9,34,1,2,2,2,0.00,-0.50,1,1.00,0.50,2,5,1,9,1,1,3.00,3.00,3.00,1.00,1.00,1.00,1.00,3.00,9.00,5.00,1.00,1.00,1.00
687.00,2,7,7,1,2,1,2,3,2,5,1,1,1,2,6,7,30,1,2,1,2,0.00,-0.50,1,1.00,0.50,1,2,7,7,1,2,4.50,2.50,4.50,1.50,1.00,1.50,1.25,3.50,6.00,2.50,4.50,1.00,1.50
688.00,1,1,9,1,1,1,2,2,2,8,2,1,1,2,1,1,18,1,1,0,2,0.00,-0.50,2,0.00,-0.50,2,2,2,8,2,1,1.00,2.00,2.00,1.00,1.50,1.50,1.25,1.50,8.50,1.50,1.50,1.50,1.00
689.00,2,3,5,1,1,1,2,5,6,3,5,2,1,2,8,8,56,2,2,7,2,0.00,-0.50,1,1.00,0.50,2,5,6,3,5,2,2.50,5.50,5.50,1.00,3.50,3.50,2.25,4.00,4.00,3.50,4.50,3.00,1.50
690.00,1,1,5,2,2,1,2,1,1,5,2,2,1,2,1,1,42,2,2,9,2,0.00,-0.50,2,0.00,-0.50,1,1,1,5,2,2,1.00,1.00,1.00,2.00,2.00,2.00,2.00,1.00,5.00,1.00,1.00,2.00,2.00
691.00,3,6,7,2,1,1,2,3,3,8,1,1,1,2,8,8,21,1,2,2,2,0.00,-0.50,1,1.00,0.50,1,3,6,7,2,1,4.50,3.00,4.50,1.50,1.00,1.50,1.25,3.75,7.50,3.00,4.50,1.50,1.00
692.00,3,3,8,6,4,1,2,2,3,8,4,5,1,2,7,6,24,1,5,5,2,0.00,-0.50,1,1.00,0.50,2,2,3,8,4,5,3.00,2.50,2.50,5.00,4.50,4.50,4.75,2.75,8.00,2.50,3.00,5.00,4.50
693.00,1,1,8,1,1,1,2,1,1,7,1,1,1,2,5,5,40,1,2,5,2,0.00,-0.50,1,1.00,0.50,2,1,1,7,1,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,7.50,1.00,1.00,1.00,1.00
694.00,2,1,7,5,6,1,2,6,8,7,4,6,1,2,9,9,21,1,2,8,2,0.00,-0.50,1,1.00,0.50,2,6,8,7,4,6,1.50,7.00,7.00,5.50,5.00,5.00,5.25,4.25,7.00,4.00,4.50,4.50,6.00
695.00,7,5,8,6,6,1,2,6,8,8,3,5,1,2,5,6,25,2,5,1,2,0.00,-0.50,1,1.00,0.50,2,6,8,8,3,5,6.00,7.00,7.00,6.00,4.00,4.00,5.00,6.50,8.00,6.50,6.50,4.50,5.50
696.00,4,4,9,1,1,1,2,1,1,9,1,1,1,2,1,1,33,2,2,0,2,0.00,-0.50,2,0.00,-0.50,1,4,4,9,1,1,4.00,1.00,4.00,1.00,1.00,1.00,1.00,2.50,9.00,2.50,2.50,1.00,1.00
697.00,1,3,5,1,1,1,2,1,2,5,1,1,1,2,9,9,62,2,2,6,2,0.00,-0.50,1,1.00,0.50,1,1,3,5,1,1,2.00,1.50,2.00,1.00,1.00,1.00,1.00,1.75,5.00,1.00,2.50,1.00,1.00
698.00,1,1,8,1,1,1,2,2,1,7,1,1,1,2,1,1,33,1,5,4,2,0.00,-0.50,2,0.00,-0.50,1,1,1,8,1,1,1.00,1.50,1.00,1.00,1.00,1.00,1.00,1.25,7.50,1.50,1.00,1.00,1.00
699.00,2,2,7,2,1,1,2,1,1,9,1,1,1,2,1,1,70,2,2,5,2,0.00,-0.50,2,0.00,-0.50,1,2,2,7,2,1,2.00,1.00,2.00,1.50,1.00,1.50,1.25,1.50,8.00,1.50,1.50,1.50,1.00
700.00,1,1,9,1,1,1,2,1,1,9,1,1,1,2,9,9,26,1,2,0,2,0.00,-0.50,1,1.00,0.50,2,1,1,9,1,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,9.00,1.00,1.00,1.00,1.00
701.00,3,4,4,3,3,1,2,5,5,6,3,3,1,2,1,1,23,2,2,5,2,0.00,-0.50,2,0.00,-0.50,1,3,4,4,3,3,3.50,5.00,3.50,3.00,3.00,3.00,3.00,4.25,5.00,4.00,4.50,3.00,3.00
702.00,3,4,7,2,2,1,2,1,3,9,1,1,1,2,1,1,34,2,2,1,2,0.00,-0.50,2,0.00,-0.50,2,1,3,9,1,1,3.50,2.00,2.00,2.00,1.00,1.00,1.50,2.75,8.00,2.00,3.50,1.50,1.50
703.00,1,1,9,1,1,1,2,1,1,9,1,1,1,2,9,1,41,2,2,2,2,0.00,-0.50,1,1.00,0.50,1,1,1,9,1,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,9.00,1.00,1.00,1.00,1.00
704.00,2,3,7,1,1,1,2,1,2,9,1,1,1,2,1,1,49,2,2,6,2,0.00,-0.50,2,0.00,-0.50,1,2,3,7,1,1,2.50,1.50,2.50,1.00,1.00,1.00,1.00,2.00,8.00,1.50,2.50,1.00,1.00
705.00,3,2,5,2,3,1,2,2,3,5,2,3,1,2,1,1,27,2,5,3,2,0.00,-0.50,2,0.00,-0.50,2,2,3,5,2,3,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,5.00,2.50,2.50,2.00,3.00
706.00,4,6,6,2,2,1,2,7,7,2,2,2,1,2,7,8,75,1,2,8,2,0.00,-0.50,1,1.00,0.50,2,7,7,2,2,2,5.00,7.00,7.00,2.00,2.00,2.00,2.00,6.00,4.00,5.50,6.50,2.00,2.00
707.00,2,2,8,2,2,1,2,2,8,8,2,2,1,2,9,9,33,1,2,0,2,0.00,-0.50,1,1.00,0.50,2,2,8,8,2,2,2.00,5.00,5.00,2.00,2.00,2.00,2.00,3.50,8.00,2.00,5.00,2.00,2.00
708.00,2,5,3,2,3,1,2,4,5,4,1,2,1,2,2,4,38,2,2,5,2,0.00,-0.50,1,1.00,0.50,2,4,5,4,1,2,3.50,4.50,4.50,2.50,1.50,1.50,2.00,4.00,3.50,3.00,5.00,1.50,2.50
709.00,2,3,9,2,2,1,2,2,2,7,2,2,1,2,9,9,33,1,2,8,2,0.00,-0.50,1,1.00,0.50,1,2,3,9,2,2,2.50,2.00,2.50,2.00,2.00,2.00,2.00,2.25,8.00,2.00,2.50,2.00,2.00
710.00,2,1,5,2,2,1,2,2,1,7,3,2,1,2,1,1,29,3,4,0,2,0.00,-0.50,2,0.00,-0.50,2,2,1,7,3,2,1.50,1.50,1.50,2.00,2.50,2.50,2.25,1.50,6.00,2.00,1.00,2.50,2.00
711.00,2,2,8,2,2,1,2,2,3,8,2,2,1,2,1,1,61,2,2,9,2,0.00,-0.50,2,0.00,-0.50,1,2,2,8,2,2,2.00,2.50,2.00,2.00,2.00,2.00,2.00,2.25,8.00,2.00,2.50,2.00,2.00
712.00,1,1,9,1,1,1,2,1,1,4,1,1,1,2,8,8,35,1,5,0,2,0.00,-0.50,1,1.00,0.50,2,1,1,4,1,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,6.50,1.00,1.00,1.00,1.00
713.00,9,1,8,1,1,1,2,5,1,9,1,1,1,2,1,1,48,1,2,8,2,0.00,-0.50,2,0.00,-0.50,2,5,1,9,1,1,5.00,3.00,3.00,1.00,1.00,1.00,1.00,4.00,8.50,7.00,1.00,1.00,1.00
714.00,1,2,9,1,1,1,2,1,1,8,1,2,1,2,1,1,19,2,2,6,2,0.00,-0.50,2,0.00,-0.50,1,1,2,9,1,1,1.50,1.00,1.50,1.00,1.50,1.00,1.25,1.25,8.50,1.00,1.50,1.00,1.50
715.00,5,7,8,7,5,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,32,2,7,0,2,0.00,-0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6.00,#NULL!,#NULL!,6.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
716.00,5,7,5,5,4,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,9,9,23,2,2,4,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6.00,#NULL!,#NULL!,4.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
717.00,1,1,9,1,1,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,9,9,53,2,2,1,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
718.00,1,1,9,1,1,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,48,1,2,0,2,0.00,-0.50,2,0.00,-0.50,1,1,1,9,1,1,1.00,#NULL!,1.00,1.00,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
719.00,2,5,4,2,2,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,6,32,1,2,2,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3.50,#NULL!,#NULL!,2.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
720.00,6,6,5,7,8,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,9,8,68,1,2,6,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6.00,#NULL!,#NULL!,7.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
721.00,7,7,5,7,7,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,3,4,43,2,2,1,2,0.00,-0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7.00,#NULL!,#NULL!,7.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
722.00,1,1,9,1,1,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,3,8,51,2,3,5,2,0.00,-0.50,2,0.00,-0.50,1,1,1,9,1,1,1.00,#NULL!,1.00,1.00,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
723.00,7,9,7,6,3,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,58,2,4,10,2,0.00,-0.50,2,0.00,-0.50,1,7,9,7,6,3,8.00,#NULL!,8.00,4.50,#NULL!,4.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
724.00,1,1,9,1,1,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,25,2,2,0,2,0.00,-0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
725.00,3,2,9,1,1,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,7,8,34,2,2,3,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.50,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
726.00,6,7,6,7,5,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,5,25,1,2,0,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6.50,#NULL!,#NULL!,6.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
727.00,4,4,7,6,4,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,9,9,56,1,2,3,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4.00,#NULL!,#NULL!,5.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
728.00,2,3,3,2,2,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,6,1,32,1,2,0,2,0.00,-0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.50,#NULL!,#NULL!,2.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
729.00,8,7,8,7,7,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,5,31,1,2,10,2,0.00,-0.50,1,1.00,0.50,1,8,7,8,7,7,7.50,#NULL!,7.50,7.00,#NULL!,7.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
730.00,4,4,4,4,4,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,34,1,2,4,2,0.00,-0.50,2,0.00,-0.50,1,4,4,4,4,4,4.00,#NULL!,4.00,4.00,#NULL!,4.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
731.00,1,2,7,2,2,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,8,5,23,2,2,2,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.50,#NULL!,#NULL!,2.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
732.00,2,4,7,1,1,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,22,2,2,5,2,0.00,-0.50,2,0.00,-0.50,1,2,4,7,1,1,3.00,#NULL!,3.00,1.00,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
733.00,1,1,9,1,1,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,30,2,2,5,2,0.00,-0.50,2,0.00,-0.50,1,1,1,9,1,1,1.00,#NULL!,1.00,1.00,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
734.00,7,7,7,6,3,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,6,6,43,1,2,1,2,0.00,-0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7.00,#NULL!,#NULL!,4.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
735.00,3,2,7,3,2,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,8,27,2,2,2,1,1.00,0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.50,#NULL!,#NULL!,2.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
736.00,1,1,9,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,9,24,2,5,0,1,1.00,0.50,1,1.00,0.50,1,1,1,9,1,1,1.00,#NULL!,1.00,1.00,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
737.00,1,2,9,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,25,1,2,1,1,1.00,0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.50,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
738.00,1,2,8,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,40,1,2,6,1,1.00,0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.50,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
739.00,1,1,9,2,2,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,9,31,2,2,5,1,1.00,0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,2.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
740.00,1,1,5,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,7,54,2,2,6,1,1.00,0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
741.00,1,1,5,6,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,38,1,5,5,1,1.00,0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,3.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
742.00,8,8,9,7,8,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,9,44,1,2,3,1,1.00,0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8.00,#NULL!,#NULL!,7.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
743.00,1,1,9,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,9,36,2,7,0,1,1.00,0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
744.00,1,1,7,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,7,66,2,2,2,1,1.00,0.50,1,1.00,0.50,1,1,1,7,1,1,1.00,#NULL!,1.00,1.00,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
745.00,3,7,8,9,5,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,5,19,1,2,5,1,1.00,0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5.00,#NULL!,#NULL!,7.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
746.00,1,1,8,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,39,2,2,5,1,1.00,0.50,2,0.00,-0.50,1,1,1,8,1,1,1.00,#NULL!,1.00,1.00,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
747.00,5,5,6,5,5,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,27,1,2,4,1,1.00,0.50,2,0.00,-0.50,1,5,5,6,5,5,5.00,#NULL!,5.00,5.00,#NULL!,5.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
748.00,1,1,9,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,38,1,2,5,1,1.00,0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
749.00,7,6,6,5,6,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,7,22,1,2,4,1,1.00,0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6.50,#NULL!,#NULL!,5.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
750.00,1,1,9,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,9,54,2,2,6,1,1.00,0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
751.00,1,1,1,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,35,1,1,8,1,1.00,0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
752.00,1,1,5,1,5,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,7,34,1,2,5,1,1.00,0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,3.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
753.00,1,2,7,1,1,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,8,35,2,2,2,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.50,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
754.00,1,1,9,1,1,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,27,2,2,8,2,0.00,-0.50,2,0.00,-0.50,1,1,1,9,1,1,1.00,#NULL!,1.00,1.00,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
755.00,2,2,8,1,1,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,9,21,2,7,1,2,0.00,-0.50,1,1.00,0.50,1,2,2,8,1,1,2.00,#NULL!,2.00,1.00,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
756.00,4,4,7,3,2,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,7,23,2,5,5,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4.00,#NULL!,#NULL!,2.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
